HomeTeam,AwayTeam,FTR,B365H,BbAv>2.5,Season,HT VAL/AT VAL,HT Form,AT Form,Form Diffrence
Watford,Arsenal,AD,6.0,1.72,2015,0.27,8,13,-5
West Brom,Sunderland,H,2.05,2.27,2015,0.91,7,3,4
Newcastle,Norwich,H,2.6,1.89,2015,1.93,2,6,-4
Swansea,Stoke,AD,2.05,2.17,2015,1.09,6,8,-2
Arsenal,Everton,H,1.44,1.53,2015,2.0,15,9,6
Aston Villa,Swansea,AD,3.0,2.34,2015,0.81,1,5,-4
Leicester,Crystal Palace,H,2.2,1.74,2015,0.75,9,9,0
Norwich,West Brom,AD,2.0,2.11,2015,0.89,5,10,-5
Stoke,Watford,AD,2.1,2.31,2015,1.16,10,7,3
West Ham,Chelsea,H,4.0,1.72,2015,0.32,14,7,7
Bournemouth,Tottenham,AD,3.4,1.97,2015,0.27,5,12,-7
Liverpool,Southampton,AD,2.05,1.95,2015,1.73,6,11,-5
Man United,Man City,AD,2.6,1.82,2015,0.83,12,12,0
Sunderland,Newcastle,H,2.6,1.95,2015,0.64,2,4,-2
Chelsea,Liverpool,AD,2.1,2.04,2015,1.78,7,7,0
Crystal Palace,Man United,AD,3.8,2.15,2015,0.32,6,13,-7
Man City,Norwich,H,1.29,1.45,2015,4.36,10,5,5
Newcastle,Stoke,AD,2.4,2.04,2015,1.58,4,10,-6
Swansea,Arsenal,AD,5.0,1.76,2015,0.34,5,15,-10
Watford,West Ham,H,2.6,2.01,2015,0.59,10,14,-4
West Brom,Leicester,AD,2.9,2.04,2015,1.28,10,11,-1
Everton,Sunderland,H,1.5,1.73,2015,1.59,8,4,4
Southampton,Bournemouth,H,1.55,1.76,2015,2.76,9,4,5
Tottenham,Aston Villa,H,1.44,1.77,2015,2.26,14,0,14
Bournemouth,Newcastle,AD,2.25,1.83,2015,0.34,4,5,-1
Leicester,Watford,H,1.85,1.8,2015,0.83,11,10,1
Man United,West Brom,H,1.33,1.93,2015,3.2,11,9,2
Norwich,Swansea,H,2.45,1.96,2015,0.75,2,5,-3
Stoke,Chelsea,H,3.8,2.08,2015,0.22,11,7,4
Sunderland,Southampton,AD,4.75,1.97,2015,0.68,4,11,-7
West Ham,Everton,AD,2.6,1.75,2015,0.91,11,8,3
Arsenal,Tottenham,AD,1.73,1.59,2015,1.61,15,14,1
Aston Villa,Man City,AD,7.5,1.69,2015,0.25,0,10,-10
Liverpool,Crystal Palace,AD,1.67,1.92,2015,2.69,10,7,3
Chelsea,Norwich,H,1.4,1.71,2015,5.59,4,4,0
Everton,Aston Villa,H,1.57,1.91,2015,1.82,8,1,7
Man City,Liverpool,AD,1.7,1.73,2015,1.39,11,9,2
Newcastle,Leicester,AD,2.88,1.68,2015,2.2,8,13,-5
Southampton,Stoke,AD,1.57,2.03,2015,1.47,14,13,1
Swansea,Bournemouth,AD,1.91,1.98,2015,2.03,4,1,3
Watford,Man United,AD,4.33,2.34,2015,0.29,7,11,-4
West Brom,Arsenal,H,7.0,1.79,2015,0.29,6,16,-10
Tottenham,West Ham,H,1.57,1.7,2015,1.37,12,9,3
Crystal Palace,Sunderland,AD,1.57,1.88,2015,0.94,10,4,6
Aston Villa,Watford,AD,2.75,2.34,2015,1.02,1,7,-6
Bournemouth,Everton,AD,2.9,1.78,2015,0.33,2,8,-6
Crystal Palace,Newcastle,H,1.7,1.78,2015,0.6,7,7,0
Leicester,Man United,AD,3.1,2.02,2015,0.24,16,11,5
Man City,Southampton,H,1.6,1.65,2015,2.41,11,11,0
Sunderland,Stoke,H,3.2,2.26,2015,1.01,7,13,-6
Liverpool,Swansea,H,1.44,1.79,2015,2.35,9,5,4
Norwich,Arsenal,AD,6.0,1.63,2015,0.25,3,13,-10
Tottenham,Chelsea,AD,2.6,1.88,2015,0.44,12,6,6
West Ham,West Brom,AD,2.05,2.16,2015,1.58,8,9,-1
Arsenal,Sunderland,H,1.29,1.6,2015,3.19,11,9,2
Chelsea,Bournemouth,AD,1.36,1.64,2015,8.52,7,2,5
Man United,West Ham,AD,1.44,1.97,2015,2.02,12,8,4
Southampton,Aston Villa,AD,1.5,1.93,2015,1.67,8,1,7
Stoke,Man City,H,5.25,1.79,2015,0.28,10,11,-1
Swansea,Leicester,AD,2.7,1.81,2015,1.51,4,14,-10
Watford,Norwich,H,2.15,1.99,2015,1.06,9,4,5
West Brom,Tottenham,AD,4.75,2.15,2015,0.46,10,12,-2
Newcastle,Liverpool,H,5.75,1.73,2015,0.62,7,11,-4
Everton,Crystal Palace,AD,2.1,1.78,2015,1.69,8,7,1
Bournemouth,Man United,H,3.4,2.14,2015,0.18,5,10,-5
Crystal Palace,Southampton,H,2.6,2.11,2015,0.65,8,8,0
Man City,Swansea,H,1.3,1.53,2015,3.28,8,4,4
Norwich,Everton,AD,2.9,1.83,2015,0.51,4,9,-5
Sunderland,Watford,AD,2.9,2.13,2015,1.16,9,12,-3
West Ham,Stoke,AD,2.63,2.18,2015,1.46,6,10,-4
Aston Villa,Arsenal,AD,6.5,1.87,2015,0.27,2,11,-9
Liverpool,West Brom,AD,1.4,2.02,2015,2.78,10,8,2
Tottenham,Newcastle,AD,1.36,1.57,2015,1.26,12,7,5
Leicester,Chelsea,H,3.2,1.9,2015,0.16,16,4,12
Chelsea,Sunderland,H,1.33,1.76,2015,4.52,4,6,-2
Everton,Leicester,AD,2.1,1.62,2015,2.24,10,16,-6
Man United,Norwich,AD,1.45,1.9,2015,3.61,9,5,4
Newcastle,Aston Villa,AD,2.05,2.01,2015,1.79,10,2,8
Southampton,Tottenham,AD,2.7,2.0,2015,0.74,7,9,-2
Stoke,Crystal Palace,AD,2.5,2.24,2015,1.05,11,11,0
West Brom,Bournemouth,AD,2.55,2.15,2015,1.72,6,8,-2
Swansea,West Ham,AD,2.1,2.13,2015,0.75,1,4,-3
Watford,Liverpool,H,4.2,2.08,2015,0.34,12,10,2
Arsenal,Man City,H,2.45,1.69,2015,0.9,11,10,1
Aston Villa,West Ham,AD,2.63,2.28,2015,0.61,3,5,-2
Bournemouth,Crystal Palace,AD,2.4,1.95,2015,0.56,11,13,-2
Chelsea,Watford,AD,1.44,1.76,2015,5.26,7,12,-5
Liverpool,Leicester,H,1.91,1.65,2015,3.56,7,16,-9
Man City,Sunderland,H,1.2,1.4,2015,3.53,7,6,1
Newcastle,Everton,AD,3.2,1.74,2015,0.98,10,7,3
Southampton,Arsenal,H,3.6,1.93,2015,0.46,4,11,-7
Stoke,Man United,H,3.25,2.37,2015,0.34,10,8,2
Swansea,West Brom,H,1.91,2.42,2015,1.18,2,6,-4
Tottenham,Norwich,H,1.4,1.68,2015,2.45,9,8,1
Arsenal,Bournemouth,H,1.44,1.63,2015,6.01,10,12,-2
Crystal Palace,Swansea,AD,2.1,2.23,2015,0.88,11,5,6
Everton,Stoke,AD,1.95,2.01,2015,1.6,9,10,-1
Man United,Chelsea,AD,2.6,2.19,2015,0.65,5,8,-3
Norwich,Aston Villa,H,2.05,2.1,2015,0.92,5,3,2
Watford,Tottenham,AD,3.75,2.03,2015,0.43,13,11,2
West Brom,Newcastle,H,2.2,2.2,2015,0.58,6,7,-1
West Ham,Southampton,H,3.6,2.18,2015,0.99,5,4,1
Leicester,Man City,AD,4.33,1.55,2015,0.2,13,9,4
Sunderland,Liverpool,AD,5.5,1.99,2015,0.39,6,10,-4
Arsenal,Newcastle,H,1.29,1.49,2015,2.04,13,7,6
Leicester,Bournemouth,AD,1.91,1.77,2015,1.34,11,11,0
Man United,Swansea,H,1.55,2.2,2015,2.71,3,5,-2
Norwich,Southampton,H,3.2,1.96,2015,0.55,8,4,4
Sunderland,Aston Villa,H,2.5,2.29,2015,1.14,3,3,0
Watford,Man City,AD,5.0,1.69,2015,0.24,13,10,3
West Brom,Stoke,H,2.8,2.45,2015,0.92,6,10,-4
West Ham,Liverpool,H,4.0,2.06,2015,0.57,8,10,-2
Crystal Palace,Chelsea,AD,3.8,2.21,2015,0.21,12,6,6
Everton,Tottenham,AD,2.8,1.73,2015,0.8,6,11,-5
Aston Villa,Crystal Palace,H,3.2,2.33,2015,0.93,3,9,-6
Bournemouth,West Ham,AD,2.0,2.02,2015,0.37,11,10,1
Newcastle,Man United,AD,5.0,2.12,2015,0.54,7,5,2
Chelsea,West Brom,AD,1.44,1.99,2015,4.96,8,8,0
Liverpool,Arsenal,AD,2.88,1.87,2015,0.8,7,15,-8
Man City,Everton,AD,1.53,1.48,2015,2.22,10,6,4
Southampton,Watford,H,1.95,2.07,2015,1.7,4,10,-6
Stoke,Norwich,H,2.05,2.18,2015,1.23,10,10,0
Swansea,Sunderland,AD,1.8,2.14,2015,1.08,5,3,2
Tottenham,Leicester,AD,1.75,1.82,2015,2.78,11,11,0
Aston Villa,Leicester,AD,3.6,2.2,2015,1.23,5,11,-6
Bournemouth,Norwich,H,1.91,2.07,2015,0.66,8,10,-2
Chelsea,Everton,AD,1.83,1.78,2015,2.84,9,6,3
Man City,Crystal Palace,H,1.4,1.61,2015,3.74,11,8,3
Newcastle,West Ham,H,2.5,1.95,2015,1.08,5,12,-7
Southampton,West Brom,H,1.73,2.27,2015,1.6,6,8,-2
Tottenham,Sunderland,H,1.36,1.66,2015,1.98,10,6,4
Liverpool,Man United,AD,2.3,2.24,2015,0.87,8,5,3
Stoke,Arsenal,AD,4.33,2.0,2015,0.31,10,13,-3
Swansea,Watford,H,2.38,2.39,2015,1.25,5,7,-2
Crystal Palace,Tottenham,AD,3.6,2.17,2015,0.48,5,13,-8
Leicester,Stoke,H,2.1,2.16,2015,0.72,9,10,-1
Man United,Southampton,AD,1.91,2.36,2015,2.0,8,9,-1
Norwich,Liverpool,AD,4.33,2.12,2015,0.32,9,7,2
Sunderland,Bournemouth,AD,3.0,2.12,2015,1.89,6,8,-2
Watford,Newcastle,H,2.05,2.07,2015,0.55,4,5,-1
West Brom,Aston Villa,AD,2.1,2.53,2015,1.04,7,6,1
West Ham,Man City,AD,5.0,1.71,2015,0.41,11,11,0
Arsenal,Chelsea,AD,2.1,1.94,2015,0.7,11,10,1
Everton,Swansea,AD,1.73,1.95,2015,1.48,6,8,-2
Arsenal,Southampton,AD,1.75,2.07,2015,2.18,8,12,-4
Crystal Palace,Bournemouth,AD,2.45,2.24,2015,1.78,2,6,-4
Leicester,Liverpool,H,2.63,2.06,2015,0.28,9,10,-1
Man United,Stoke,H,1.7,2.25,2015,2.94,8,10,-2
Norwich,Tottenham,AD,4.5,1.89,2015,0.41,6,13,-7
Sunderland,Man City,AD,8.0,1.66,2015,0.28,7,12,-5
West Brom,Swansea,AD,2.63,2.71,2015,0.85,8,10,-2
West Ham,Aston Villa,H,1.91,2.16,2015,1.65,11,6,5
Everton,Newcastle,H,1.65,1.63,2015,1.02,6,4,2
Watford,Chelsea,AD,4.33,2.23,2015,0.19,4,10,-6
Aston Villa,Norwich,H,2.45,2.27,2015,1.08,5,6,-1
Liverpool,Sunderland,AD,1.44,1.76,2015,2.53,7,7,0
Man City,Leicester,AD,1.62,1.7,2015,4.96,12,12,0
Newcastle,West Brom,H,2.15,2.25,2015,1.71,4,9,-5
Southampton,West Ham,H,1.73,2.12,2015,1.01,10,13,-3
Stoke,Everton,AD,2.7,1.98,2015,0.62,7,6,1
Swansea,Crystal Palace,AD,2.25,2.36,2015,1.14,8,1,7
Tottenham,Watford,H,1.5,1.87,2015,2.3,13,4,9
Bournemouth,Arsenal,AD,3.8,2.02,2015,0.17,8,9,-1
Chelsea,Man United,AD,2.15,2.34,2015,1.55,10,11,-1
Bournemouth,Stoke,AD,2.05,2.14,2015,0.53,8,4,4
Chelsea,Newcastle,H,1.44,1.65,2015,2.89,10,7,3
Crystal Palace,Watford,AD,2.25,2.34,2015,1.1,1,4,-3
Everton,West Brom,AD,1.53,1.92,2015,1.74,9,6,3
Norwich,West Ham,AD,2.38,1.99,2015,0.56,3,10,-7
Sunderland,Man United,H,5.25,2.15,2015,0.34,8,11,-3
Swansea,Southampton,AD,3.2,2.4,2015,0.74,8,13,-5
Arsenal,Leicester,H,1.75,1.76,2015,4.48,9,14,-5
Aston Villa,Liverpool,AD,4.75,2.23,2015,0.35,8,5,3
Man City,Tottenham,AD,2.1,1.72,2015,1.78,11,13,-2
Leicester,Norwich,H,1.5,1.74,2015,0.88,13,1,12
Southampton,Chelsea,AD,2.8,2.16,2015,0.32,16,10,6
Stoke,Aston Villa,H,1.62,2.27,2015,1.13,7,8,-1
Watford,Bournemouth,AD,2.38,2.16,2015,1.62,7,7,0
West Brom,Crystal Palace,H,2.6,2.45,2015,0.97,6,1,5
West Ham,Sunderland,H,1.8,1.93,2015,1.44,8,8,0
Tottenham,Swansea,H,1.4,1.96,2015,1.84,15,8,7
Man United,Arsenal,H,3.0,2.27,2015,0.92,8,9,-1
Aston Villa,Everton,AD,4.5,2.0,2015,0.55,5,8,-3
Bournemouth,Southampton,H,2.9,2.29,2015,0.36,8,13,-5
Leicester,West Brom,AD,1.73,2.13,2015,0.78,13,8,5
Norwich,Chelsea,AD,5.25,1.83,2015,0.18,1,12,-11
Sunderland,Crystal Palace,AD,2.5,2.18,2015,1.06,5,1,4
Arsenal,Swansea,AD,1.36,1.76,2015,2.96,8,8,0
Liverpool,Man City,H,2.63,1.93,2015,0.72,8,8,0
Man United,Watford,H,1.67,2.12,2015,3.4,10,8,2
Stoke,Newcastle,H,2.0,2.05,2015,0.63,7,7,0
West Ham,Tottenham,H,4.0,1.97,2015,0.73,8,18,-10
Chelsea,Stoke,AD,1.5,1.82,2015,4.56,14,9,5
Everton,West Ham,AD,1.73,1.72,2015,1.1,10,11,-1
Man City,Aston Villa,H,1.22,1.53,2015,4.03,7,4,3
Newcastle,Bournemouth,AD,2.63,1.93,2015,2.95,6,8,-2
Southampton,Sunderland,AD,1.6,1.97,2015,1.46,10,6,4
Swansea,Norwich,H,2.05,2.11,2015,1.33,8,1,7
Tottenham,Arsenal,AD,2.38,1.8,2015,0.62,15,7,8
Watford,Leicester,AD,3.0,2.11,2015,1.21,8,13,-5
Crystal Palace,Liverpool,AD,3.8,2.07,2015,0.37,2,10,-8
West Brom,Man United,H,4.33,2.29,2015,0.31,9,10,-1
Bournemouth,Swansea,H,1.95,2.25,2015,0.49,10,8,2
Norwich,Man City,AD,6.0,1.79,2015,0.23,1,7,-6
Stoke,Southampton,AD,2.7,2.37,2015,0.68,10,8,2
Aston Villa,Tottenham,AD,7.5,1.9,2015,0.44,3,13,-10
Leicester,Newcastle,H,1.57,1.74,2015,0.45,13,3,10
Chelsea,West Ham,AD,1.75,1.83,2015,3.13,12,13,-1
Crystal Palace,Leicester,AD,3.0,2.14,2015,1.33,2,13,-11
Everton,Arsenal,AD,2.7,1.7,2015,0.5,9,8,1
Swansea,Aston Villa,H,1.67,2.15,2015,1.23,7,3,4
Watford,Stoke,AD,2.4,2.37,2015,0.87,5,10,-5
West Brom,Norwich,AD,2.25,2.35,2015,1.13,11,2,9
Man City,Man United,AD,1.83,1.93,2015,1.21,7,10,-3
Newcastle,Sunderland,AD,2.1,2.01,2015,1.56,3,6,-3
Southampton,Liverpool,H,2.63,2.22,2015,0.58,10,13,-3
Tottenham,Bournemouth,H,1.53,1.73,2015,3.73,13,10,3
Arsenal,Watford,H,1.36,1.69,2015,3.71,10,4,6
Aston Villa,Chelsea,AD,6.5,1.98,2015,0.19,0,12,-12
Bournemouth,Man City,AD,3.75,1.81,2015,0.15,10,4,6
Liverpool,Tottenham,AD,2.5,1.93,2015,1.28,10,13,-3
Norwich,Newcastle,H,2.2,2.13,2015,0.52,5,4,1
Stoke,Swansea,AD,2.2,2.29,2015,0.92,13,9,4
Sunderland,West Brom,AD,2.1,2.39,2015,1.1,7,10,-3
West Ham,Crystal Palace,AD,1.95,1.96,2015,1.53,11,2,9
Leicester,Southampton,H,2.25,2.24,2015,0.49,13,10,3
Man United,Everton,H,2.1,2.05,2015,1.83,10,9,1
Aston Villa,Bournemouth,AD,3.4,2.12,2015,1.65,0,10,-10
Crystal Palace,Norwich,H,2.05,2.14,2015,1.17,2,7,-5
Man City,West Brom,H,1.33,1.71,2015,3.87,7,11,-4
Southampton,Newcastle,H,1.53,1.95,2015,0.93,7,1,6
Swansea,Chelsea,H,3.75,2.11,2015,0.24,10,14,-4
Watford,Everton,AD,3.4,2.08,2015,0.54,4,6,-2
West Ham,Arsenal,AD,3.6,1.74,2015,0.45,12,10,2
Liverpool,Stoke,H,1.55,1.89,2015,2.55,11,11,0
Sunderland,Leicester,AD,3.4,2.11,2015,1.41,7,16,-9
Tottenham,Man United,H,1.91,2.1,2015,0.68,11,12,-1
Crystal Palace,Everton,AD,2.9,1.97,2015,0.59,5,4,1
Chelsea,Man City,AD,2.75,1.84,2015,1.28,11,10,1
Everton,Southampton,AD,2.7,1.98,2015,1.09,5,10,-5
Man United,Aston Villa,H,1.22,1.75,2015,3.33,12,0,12
Newcastle,Swansea,H,2.3,2.06,2015,1.45,1,13,-12
Norwich,Sunderland,AD,2.4,2.13,2015,0.81,7,4,3
West Brom,Watford,AD,2.4,2.46,2015,1.06,8,2,6
Arsenal,Crystal Palace,AD,1.33,1.6,2015,3.38,8,6,2
Bournemouth,Liverpool,AD,3.6,1.96,2015,0.21,12,13,-1
Leicester,West Ham,AD,1.95,1.91,2015,0.49,16,12,4
Stoke,Tottenham,AD,4.5,1.96,2015,0.5,8,11,-3
Newcastle,Man City,AD,6.0,1.66,2015,0.44,4,13,-9
Liverpool,Everton,H,1.73,1.72,2015,1.59,13,3,10
Man United,Crystal Palace,H,1.53,1.97,2015,3.09,12,6,6
West Ham,Watford,H,1.57,1.81,2015,1.68,10,4,6
Arsenal,West Brom,H,1.29,1.62,2015,3.49,9,5,4
Aston Villa,Southampton,AD,7.5,2.03,2015,0.6,0,11,-11
Bournemouth,Chelsea,AD,3.1,1.77,2015,0.12,9,8,1
Liverpool,Newcastle,AD,1.57,1.6,2015,1.62,13,5,8
Man City,Stoke,H,1.3,1.62,2015,3.56,11,5,6
Leicester,Swansea,H,1.75,2.16,2015,0.66,16,10,6
Sunderland,Arsenal,AD,4.5,1.73,2015,0.31,7,12,-5
Tottenham,West Brom,AD,1.22,1.67,2015,2.17,14,4,10
Arsenal,Norwich,H,1.29,1.51,2015,3.94,12,7,5
Everton,Bournemouth,H,2.0,1.62,2015,3.0,3,6,-3
Newcastle,Crystal Palace,H,2.0,2.01,2015,1.66,6,6,0
Stoke,Sunderland,AD,2.75,2.07,2015,0.99,4,7,-3
Watford,Aston Villa,H,1.7,2.0,2015,0.98,4,0,4
West Brom,West Ham,AD,4.0,2.13,2015,0.63,2,10,-8
Man United,Leicester,AD,2.1,2.18,2015,4.1,12,16,-4
Southampton,Man City,H,2.8,1.87,2015,0.41,13,13,0
Swansea,Liverpool,H,3.1,1.91,2015,0.43,7,11,-4
Chelsea,Tottenham,AD,2.75,1.78,2015,2.28,8,14,-6
Aston Villa,Newcastle,AD,5.75,1.86,2015,0.56,0,8,-8
Bournemouth,West Brom,AD,1.95,1.92,2015,0.58,3,2,1
Crystal Palace,Stoke,H,2.05,2.07,2015,0.95,6,5,1
Leicester,Everton,H,1.91,1.62,2015,0.45,14,6,8
Norwich,Man United,AD,4.5,1.99,2015,0.28,7,13,-6
Sunderland,Chelsea,H,3.0,1.79,2015,0.22,7,8,-1
West Ham,Swansea,AD,1.44,1.64,2015,1.34,10,10,0
Liverpool,Watford,H,1.5,1.61,2015,2.95,11,7,4
Man City,Arsenal,AD,2.5,1.7,2015,1.11,13,12,1
Tottenham,Southampton,AD,2.05,1.77,2015,1.35,12,13,-1
West Ham,Man United,H,3.0,1.86,2015,0.49,9,13,-4
Liverpool,Chelsea,AD,2.0,1.64,2015,0.56,13,7,6
Norwich,Watford,H,1.83,1.89,2015,0.94,6,7,-1
Sunderland,Everton,H,1.75,1.71,2015,0.63,9,6,3
Arsenal,Aston Villa,H,1.17,1.35,2015,3.64,10,1,9
Chelsea,Leicester,AD,2.3,1.63,2015,6.35,5,14,-9
Everton,Norwich,H,1.8,1.58,2015,1.97,5,6,-1
Newcastle,Tottenham,H,4.5,1.65,2015,0.79,9,9,0
Southampton,Crystal Palace,H,1.36,1.62,2015,1.55,13,8,5
Stoke,West Ham,H,3.5,1.6,2015,0.69,2,11,-9
Swansea,Man City,AD,6.0,1.53,2015,0.31,10,11,-1
Watford,Sunderland,AD,2.05,1.71,2015,0.86,7,11,-4
West Brom,Liverpool,AD,2.4,1.72,2015,0.36,2,11,-9
Man United,Bournemouth,H,1.67,1.66,2015,5.5,10,4,6
Burnley,Swansea,AD,2.4,2.3,2016,0.6,0,0,0
Crystal Palace,West Brom,AD,2.0,2.5,2016,1.87,0,0,0
Everton,Tottenham,AD,3.2,2.05,2016,0.74,0,0,0
Hull,Leicester,H,4.5,2.19,2016,0.76,0,0,0
Man City,Sunderland,H,1.25,1.53,2016,5.52,0,0,0
Middlesbrough,Stoke,AD,2.38,2.46,2016,0.63,0,0,0
Southampton,Watford,AD,1.8,2.06,2016,1.13,0,0,0
Arsenal,Liverpool,AD,2.4,1.81,2016,1.33,0,0,0
Bournemouth,Man United,AD,4.75,2.05,2016,0.19,0,0,0
Chelsea,West Ham,H,1.65,1.8,2016,2.51,0,0,0
Man United,Southampton,H,1.53,1.94,2016,2.49,3,1,2
Burnley,Liverpool,H,6.5,1.86,2016,0.21,0,3,-3
Leicester,Arsenal,AD,2.88,1.69,2016,0.33,0,0,0
Stoke,Man City,AD,5.5,1.76,2016,0.31,1,3,-2
Swansea,Hull,AD,1.8,2.23,2016,1.03,3,3,0
Tottenham,Crystal Palace,H,1.45,1.77,2016,1.79,1,0,1
Watford,Chelsea,AD,5.5,2.08,2016,0.31,1,3,-2
West Brom,Everton,AD,3.0,2.38,2016,0.4,3,1,2
Sunderland,Middlesbrough,AD,2.55,2.38,2016,0.92,0,1,-1
West Ham,Bournemouth,H,1.95,1.78,2016,2.33,0,0,0
Chelsea,Burnley,H,1.25,1.72,2016,7.38,6,3,3
Crystal Palace,Bournemouth,AD,2.3,2.16,2016,2.08,0,0,0
Everton,Stoke,H,1.73,1.96,2016,1.47,4,1,3
Hull,Man United,AD,8.0,1.98,2016,0.25,6,6,0
Leicester,Swansea,H,1.73,2.07,2016,1.28,1,3,-2
Southampton,Sunderland,AD,1.57,2.08,2016,1.9,1,0,1
Tottenham,Liverpool,AD,2.38,1.75,2016,0.98,4,3,1
Watford,Arsenal,AD,5.0,1.91,2016,0.36,1,1,0
Man City,West Ham,H,1.25,1.49,2016,2.58,6,3,3
West Brom,Middlesbrough,AD,2.6,2.57,2016,0.95,3,4,-1
Arsenal,Southampton,H,1.57,1.79,2016,2.44,4,2,2
Bournemouth,West Brom,H,2.05,2.38,2016,0.9,1,4,-3
Burnley,Hull,AD,2.45,2.41,2016,0.62,3,6,-3
Liverpool,Leicester,H,1.7,1.75,2016,2.25,4,4,0
Man United,Man City,AD,2.38,2.09,2016,0.86,9,9,0
Middlesbrough,Crystal Palace,AD,2.3,2.48,2016,0.56,5,1,4
Stoke,Tottenham,AD,4.6,1.94,2016,0.5,1,5,-4
West Ham,Watford,AD,1.91,1.99,2016,1.27,3,1,2
Swansea,Chelsea,AD,5.75,1.82,2016,0.23,3,9,-6
Sunderland,Everton,AD,3.8,1.97,2016,0.4,1,7,-6
Chelsea,Liverpool,AD,2.25,1.73,2016,1.53,10,7,3
Everton,Middlesbrough,H,1.67,1.99,2016,2.34,10,5,5
Hull,Arsenal,AD,6.0,1.87,2016,0.25,7,7,0
Leicester,Burnley,H,1.5,1.85,2016,2.14,4,4,0
Man City,Bournemouth,H,1.29,1.48,2016,6.0,12,4,8
West Brom,West Ham,H,2.8,2.21,2016,0.48,4,3,1
Crystal Palace,Stoke,H,2.0,2.14,2016,1.12,4,1,3
Southampton,Swansea,H,1.7,2.01,2016,1.56,2,4,-2
Tottenham,Sunderland,H,1.33,1.66,2016,3.43,8,1,7
Watford,Man United,H,6.0,1.88,2016,0.36,4,9,-5
Arsenal,Chelsea,H,2.4,1.76,2016,0.87,10,10,0
Bournemouth,Everton,H,3.6,1.91,2016,0.36,4,13,-9
Liverpool,Hull,H,1.22,1.54,2016,2.96,10,7,3
Man United,Leicester,H,1.73,1.86,2016,3.05,9,7,2
Middlesbrough,Tottenham,AD,3.75,2.12,2016,0.32,5,11,-6
Stoke,West Brom,AD,2.38,2.15,2016,1.68,1,7,-6
Sunderland,Crystal Palace,AD,2.88,2.09,2016,0.52,1,7,-6
Swansea,Man City,AD,9.0,1.58,2016,0.22,4,15,-11
West Ham,Southampton,AD,2.8,1.93,2016,1.12,3,5,-2
Burnley,Watford,H,2.9,2.22,2016,0.43,4,7,-3
Everton,Crystal Palace,AD,1.73,1.77,2016,1.32,13,10,3
Hull,Chelsea,AD,7.5,1.72,2016,0.22,7,10,-3
Sunderland,West Brom,AD,2.5,2.25,2016,0.98,1,8,-7
Swansea,Liverpool,AD,8.0,1.55,2016,0.35,4,13,-9
Watford,Bournemouth,AD,2.38,2.0,2016,1.83,7,7,0
West Ham,Middlesbrough,AD,2.25,2.09,2016,1.98,3,5,-2
Burnley,Arsenal,AD,9.0,1.71,2016,0.16,7,13,-6
Leicester,Southampton,AD,2.25,2.08,2016,0.82,7,8,-1
Man United,Stoke,AD,1.33,1.66,2016,2.76,12,2,10
Tottenham,Man City,H,3.0,1.74,2016,0.62,14,18,-4
Arsenal,Swansea,H,1.29,1.51,2016,3.81,16,1,15
Bournemouth,Hull,H,1.85,2.02,2016,0.78,8,4,4
Chelsea,Leicester,H,1.57,1.69,2016,3.45,10,8,2
Crystal Palace,West Ham,AD,2.15,1.83,2016,0.9,11,4,7
Man City,Everton,AD,1.5,1.54,2016,2.19,15,13,2
Stoke,Sunderland,H,2.0,2.02,2016,1.72,2,2,0
West Brom,Tottenham,AD,5.5,2.04,2016,0.3,6,16,-10
Middlesbrough,Watford,AD,2.25,2.29,2016,0.64,5,7,-2
Southampton,Burnley,H,1.4,1.89,2016,2.62,8,7,1
Liverpool,Man United,AD,2.2,1.77,2016,0.74,13,10,3
Arsenal,Middlesbrough,AD,1.25,1.63,2016,4.29,18,2,16
Bournemouth,Tottenham,AD,4.2,1.8,2016,0.27,11,14,-3
Burnley,Everton,H,6.0,2.07,2016,0.29,4,11,-7
Hull,Stoke,AD,3.1,2.04,2016,0.69,1,5,-4
Leicester,Crystal Palace,H,2.05,1.99,2016,0.81,7,11,-4
Liverpool,West Brom,H,1.29,1.62,2016,3.42,14,7,7
Swansea,Watford,AD,2.38,1.93,2016,0.72,1,10,-9
West Ham,Sunderland,H,1.67,1.8,2016,2.14,4,2,2
Chelsea,Man United,H,2.15,2.07,2016,1.13,10,8,2
Man City,Southampton,AD,1.5,1.66,2016,2.9,13,11,2
Crystal Palace,Liverpool,AD,5.25,1.75,2016,0.55,10,16,-6
Man United,Burnley,AD,1.2,1.71,2016,6.52,5,7,-2
Middlesbrough,Bournemouth,H,2.5,2.25,2016,1.18,2,11,-9
Sunderland,Arsenal,AD,9.0,1.59,2016,0.22,1,16,-15
Tottenham,Leicester,AD,1.62,1.81,2016,2.2,14,7,7
Watford,Hull,H,1.75,2.06,2016,1.42,11,1,10
West Brom,Man City,AD,8.0,1.79,2016,0.19,6,11,-5
Everton,West Ham,H,1.8,1.7,2016,1.18,8,7,1
Southampton,Chelsea,AD,3.2,1.99,2016,0.36,11,10,1
Stoke,Swansea,H,2.05,1.86,2016,1.41,8,2,6
Bournemouth,Sunderland,AD,1.65,1.77,2016,0.92,8,1,7
Burnley,Crystal Palace,H,3.3,2.17,2016,0.38,7,7,0
Chelsea,Everton,H,1.53,1.68,2016,2.12,12,8,4
Man City,Middlesbrough,AD,1.22,1.49,2016,5.1,11,5,6
West Ham,Stoke,AD,2.0,1.73,2016,1.25,7,11,-4
