HomeTeam,AwayTeam,FTR,B365H,BbAv>2.5,Season,HT VAL/AT VAL,HT Form,AT Form,Form Diffrence
West Ham,Everton,AD,3.3,2.1,2013,0.59,5,6,-1
Arsenal,Stoke,H,1.36,1.7,2013,2.64,9,7,2
Cardiff,Tottenham,AD,4.5,1.95,2013,0.31,5,9,-4
Crystal Palace,Swansea,AD,3.5,2.07,2013,0.54,3,4,-1
Man City,Man United,H,2.2,1.78,2013,0.94,7,7,0
Aston Villa,Man City,H,6.5,1.69,2013,0.24,6,10,-4
Fulham,Cardiff,AD,2.1,2.02,2013,1.61,4,5,-1
Hull,West Ham,H,2.38,2.21,2013,0.55,7,5,2
Man United,West Brom,AD,1.3,1.58,2013,5.57,7,5,2
Southampton,Crystal Palace,H,1.45,1.87,2013,1.6,8,3,5
Swansea,Arsenal,AD,3.2,1.78,2013,0.36,7,12,-5
Tottenham,Chelsea,AD,2.7,2.05,2013,0.51,12,10,2
Stoke,Norwich,AD,1.95,2.23,2013,1.32,7,4,3
Sunderland,Liverpool,AD,5.5,1.93,2013,0.56,1,10,-9
Everton,Newcastle,H,1.65,1.83,2013,1.15,9,7,2
Cardiff,Newcastle,AD,2.45,1.98,2013,0.49,8,7,1
Fulham,Stoke,H,2.4,2.15,2013,1.18,4,7,-3
Hull,Aston Villa,AD,2.45,2.09,2013,0.6,10,9,1
Liverpool,Crystal Palace,H,1.2,1.51,2013,4.24,13,3,10
Man City,Everton,H,1.67,1.69,2013,2.2,10,12,-2
Sunderland,Man United,AD,6.0,1.87,2013,0.3,1,7,-6
Norwich,Chelsea,AD,6.5,1.89,2013,0.16,7,11,-4
Southampton,Swansea,H,2.1,1.92,2013,0.86,11,7,4
Tottenham,West Ham,AD,1.44,1.77,2013,2.31,13,5,8
West Brom,Arsenal,AD,4.9,1.69,2013,0.28,8,15,-7
Arsenal,Norwich,H,1.29,1.58,2013,3.47,16,6,10
Chelsea,Cardiff,H,1.25,1.54,2013,6.31,11,8,3
Everton,Hull,H,1.45,1.83,2013,3.11,11,11,0
Man United,Southampton,AD,1.57,1.74,2013,4.99,7,11,-4
Newcastle,Liverpool,AD,4.5,1.68,2013,0.69,10,13,-3
Stoke,West Brom,AD,2.3,2.22,2013,1.37,7,9,-2
Swansea,Sunderland,H,1.62,1.82,2013,0.78,7,1,6
West Ham,Man City,AD,5.5,1.79,2013,0.27,5,10,-5
Aston Villa,Tottenham,AD,4.0,1.92,2013,0.39,7,10,-3
Crystal Palace,Fulham,AD,2.75,2.08,2013,0.43,3,4,-1
Aston Villa,Everton,AD,3.4,1.88,2013,0.53,7,13,-6
Crystal Palace,Arsenal,AD,11.0,1.61,2013,0.19,3,16,-13
Liverpool,West Brom,H,1.44,1.55,2013,2.96,11,9,2
Man United,Stoke,H,1.33,1.72,2013,4.06,7,5,2
Norwich,Cardiff,AD,2.2,2.04,2013,1.04,6,5,1
Southampton,Fulham,H,1.62,1.87,2013,0.69,11,7,4
Chelsea,Man City,H,2.38,1.76,2013,1.22,11,13,-2
Sunderland,Newcastle,H,2.9,1.84,2013,0.8,0,10,-10
Swansea,West Ham,AD,1.75,1.83,2013,0.92,10,4,6
Tottenham,Hull,H,1.44,1.81,2013,4.23,10,8,2
Arsenal,Liverpool,H,2.3,1.65,2013,1.22,16,11,5
Fulham,Man United,AD,6.5,1.74,2013,0.29,7,10,-3
Hull,Sunderland,H,2.15,2.2,2013,0.46,8,3,5
Man City,Norwich,H,1.2,1.5,2013,5.0,10,4,6
Newcastle,Chelsea,H,6.0,1.75,2013,0.32,7,13,-6
Stoke,Southampton,AD,3.3,2.36,2013,1.23,2,14,-12
West Brom,Crystal Palace,H,1.55,1.75,2013,1.43,9,0,9
West Ham,Aston Villa,AD,2.25,1.95,2013,1.1,5,7,-2
Cardiff,Swansea,H,3.4,2.02,2013,0.78,5,8,-3
Everton,Tottenham,AD,2.5,1.98,2013,0.73,15,13,2
Aston Villa,Cardiff,H,2.0,2.09,2013,1.26,8,7,1
Chelsea,West Brom,AD,1.29,1.57,2013,6.34,13,11,2
Crystal Palace,Everton,AD,6.5,1.85,2013,0.3,0,13,-13
Liverpool,Fulham,H,1.25,1.48,2013,1.84,10,6,4
Norwich,West Ham,H,2.63,2.12,2013,0.75,4,5,-1
Southampton,Hull,H,1.62,2.19,2013,1.47,14,10,4
Man United,Arsenal,H,2.35,1.75,2013,1.54,10,16,-6
Sunderland,Man City,H,9.0,1.59,2013,0.32,3,12,-9
Swansea,Stoke,AD,2.0,2.19,2013,0.94,7,2,5
Tottenham,Newcastle,AD,1.57,1.79,2013,1.57,11,7,4
Arsenal,Southampton,H,1.62,1.84,2013,3.25,13,14,-1
Everton,Liverpool,AD,3.0,1.87,2013,0.8,11,13,-2
Fulham,Swansea,AD,3.3,2.12,2013,1.25,6,5,1
Hull,Crystal Palace,AD,1.85,2.24,2013,1.09,7,1,6
Newcastle,Norwich,H,1.8,1.77,2013,1.97,10,7,3
Stoke,Sunderland,H,2.15,2.29,2013,0.83,3,6,-3
West Ham,Chelsea,AD,6.0,1.85,2013,0.22,5,11,-6
Cardiff,Man United,AD,6.0,1.79,2013,0.18,7,13,-6
Man City,Tottenham,H,1.7,1.8,2013,1.62,9,8,1
West Brom,Aston Villa,AD,2.15,1.98,2013,0.79,9,8,1
Aston Villa,Sunderland,AD,2.0,2.07,2013,0.77,6,6,0
Cardiff,Arsenal,AD,6.5,1.79,2013,0.28,5,13,-8
Everton,Stoke,H,1.62,2.02,2013,1.73,9,6,3
Newcastle,West Brom,H,2.05,1.79,2013,2.05,13,7,6
Norwich,Crystal Palace,H,2.0,2.06,2013,1.49,4,4,0
West Ham,Fulham,H,1.91,1.95,2013,0.86,5,6,-1
Chelsea,Southampton,H,1.57,1.81,2013,5.69,13,11,2
Hull,Liverpool,H,6.5,1.87,2013,0.26,4,11,-7
Man City,Swansea,H,1.29,1.54,2013,4.04,12,8,4
Tottenham,Man United,AD,2.8,1.98,2013,0.58,7,14,-7
Crystal Palace,West Ham,H,3.25,2.11,2013,0.5,4,5,-1
Arsenal,Hull,H,1.2,1.58,2013,4.76,15,6,9
Fulham,Tottenham,AD,5.8,1.83,2013,0.5,3,8,-5
Liverpool,Norwich,H,1.29,1.45,2013,2.85,8,7,1
Man United,Everton,AD,1.73,1.76,2013,2.35,12,12,0
Southampton,Aston Villa,AD,1.7,1.97,2013,0.88,8,6,2
Stoke,Cardiff,AD,2.1,2.25,2013,1.36,6,5,1
Sunderland,Chelsea,AD,6.5,1.81,2013,0.26,7,13,-6
Swansea,Newcastle,H,2.2,1.79,2013,0.63,8,13,-5
West Brom,Man City,AD,6.0,1.62,2013,0.19,6,12,-6
Crystal Palace,Cardiff,H,2.8,2.28,2013,0.7,7,6,1
Liverpool,West Ham,H,1.29,1.52,2013,2.12,10,5,5
Man United,Newcastle,AD,1.53,1.63,2013,2.71,11,12,-1
Southampton,Man City,AD,5.25,1.77,2013,0.21,7,12,-5
Stoke,Chelsea,H,6.5,2.01,2013,0.22,6,13,-7
Sunderland,Tottenham,AD,4.5,2.04,2013,0.51,7,8,-1
West Brom,Norwich,AD,1.8,1.84,2013,0.96,5,7,-2
Arsenal,Everton,AD,1.7,1.72,2013,1.53,15,12,3
Fulham,Aston Villa,H,2.75,1.88,2013,1.28,0,9,-9
Swansea,Hull,AD,1.75,2.08,2013,1.7,8,6,2
Cardiff,West Brom,H,2.63,2.03,2013,1.0,5,5,0
Chelsea,Crystal Palace,H,1.18,1.52,2013,9.07,10,10,0
Everton,Fulham,H,1.36,1.62,2013,1.47,10,3,7
Hull,Stoke,AD,2.3,2.48,2013,0.55,7,9,-2
Man City,Arsenal,H,1.83,1.64,2013,1.44,13,13,0
Newcastle,Southampton,AD,2.4,1.92,2013,1.84,15,5,10
West Ham,Sunderland,AD,1.95,2.04,2013,0.85,4,4,0
Aston Villa,Man United,AD,5.25,1.85,2013,0.23,9,8,1
Norwich,Swansea,AD,2.88,2.02,2013,0.81,9,8,1
Tottenham,Liverpool,AD,2.5,1.77,2013,1.09,8,10,-2
Crystal Palace,Newcastle,AD,3.25,2.14,2013,0.34,10,13,-3
Fulham,Man City,AD,9.5,1.45,2013,0.31,3,13,-10
Liverpool,Cardiff,H,1.2,1.47,2013,2.95,13,5,8
Man United,West Ham,H,1.36,1.69,2013,3.99,8,4,4
Stoke,Aston Villa,H,2.3,2.3,2013,1.08,9,8,1
Sunderland,Norwich,AD,2.05,1.98,2013,1.58,5,10,-5
West Brom,Hull,AD,1.95,2.16,2013,1.32,2,5,-3
Southampton,Tottenham,AD,2.55,2.05,2013,0.35,5,7,-2
Swansea,Everton,AD,3.0,1.92,2013,0.55,9,12,-3
Arsenal,Chelsea,AD,2.38,1.78,2013,0.57,10,13,-3
Aston Villa,Crystal Palace,AD,1.91,2.16,2013,1.81,5,9,-4
Cardiff,Southampton,AD,3.3,2.19,2013,0.9,5,2,3
Chelsea,Swansea,H,1.33,1.67,2013,4.92,13,8,5
Everton,Sunderland,AD,1.36,1.68,2013,1.44,14,3,11
Hull,Man United,AD,7.0,1.92,2013,0.14,6,8,-2
Man City,Liverpool,H,1.75,1.45,2013,1.76,16,13,3
Newcastle,Stoke,H,1.75,2.11,2013,1.5,13,11,2
Norwich,Fulham,AD,2.05,1.86,2013,0.65,8,3,5
Tottenham,West Brom,AD,1.53,1.67,2013,3.22,10,2,8
West Ham,Arsenal,AD,6.5,1.73,2013,0.39,4,11,-7
Aston Villa,Swansea,AD,3.0,2.1,2013,0.98,4,5,-1
Cardiff,Sunderland,AD,2.38,2.16,2013,0.61,4,6,-2
Hull,Fulham,H,2.05,2.19,2013,0.47,6,6,0
Man City,Crystal Palace,H,1.13,1.34,2013,7.46,16,9,7
Norwich,Man United,AD,6.5,1.77,2013,0.19,8,10,-2
West Ham,West Brom,AD,2.38,1.95,2013,1.39,4,2,2
Chelsea,Liverpool,H,2.2,1.63,2013,2.14,13,12,1
Everton,Southampton,H,1.83,1.88,2013,2.12,13,5,8
Newcastle,Arsenal,AD,4.0,1.74,2013,0.57,13,11,2
Tottenham,Stoke,H,1.44,1.93,2013,2.35,11,8,3
Arsenal,Cardiff,H,1.29,1.61,2013,3.6,11,5,6
Crystal Palace,Norwich,AD,2.38,2.24,2013,0.67,9,5,4
Fulham,West Ham,H,2.5,1.74,2013,1.16,6,2,4
Liverpool,Hull,H,1.3,1.53,2013,3.9,12,6,6
Man United,Tottenham,AD,1.8,1.71,2013,1.73,12,13,-1
Southampton,Chelsea,AD,4.0,1.89,2013,0.18,5,13,-8
Stoke,Everton,AD,4.0,2.06,2013,0.58,8,13,-5
Sunderland,Aston Villa,AD,2.15,2.07,2013,1.3,6,4,2
Swansea,Man City,AD,5.75,1.58,2013,0.25,6,16,-10
West Brom,Newcastle,H,2.6,1.86,2013,0.49,3,10,-7
Cardiff,West Ham,AD,2.0,1.95,2013,0.72,4,2,2
Everton,Norwich,H,1.4,1.69,2013,2.27,11,6,5
Fulham,Sunderland,AD,2.2,1.89,2013,0.98,9,6,3
Hull,Chelsea,AD,6.5,2.02,2013,0.12,6,13,-7
Man United,Swansea,H,1.57,1.78,2013,4.32,12,3,9
Southampton,West Brom,H,1.83,1.89,2013,1.11,5,6,-1
Tottenham,Crystal Palace,H,1.36,1.76,2013,4.61,13,7,6
Newcastle,Man City,AD,5.25,1.56,2013,0.39,10,16,-6
Stoke,Liverpool,AD,5.75,1.73,2013,0.46,8,12,-4
Aston Villa,Arsenal,AD,6.0,1.73,2013,0.35,4,11,-7
Arsenal,Fulham,H,1.22,1.44,2013,2.24,13,6,7
Crystal Palace,Stoke,H,2.35,2.31,2013,0.51,4,5,-1
Liverpool,Aston Villa,AD,1.22,1.42,2013,2.34,12,4,8
Man City,Cardiff,H,1.13,1.36,2013,5.19,18,4,14
Norwich,Hull,H,2.4,2.3,2013,1.37,3,5,-2
Sunderland,Southampton,AD,3.2,2.07,2013,1.48,9,7,2
West Ham,Newcastle,AD,3.0,1.86,2013,0.68,5,7,-2
Chelsea,Man United,H,1.73,1.95,2013,1.14,16,15,1
Swansea,Tottenham,AD,3.25,1.93,2013,0.4,2,13,-11
West Brom,Everton,AD,3.5,1.88,2013,0.42,6,13,-7
Crystal Palace,Hull,H,2.5,2.55,2013,0.92,7,4,3
Liverpool,Everton,H,1.83,1.58,2013,1.25,10,11,-1
Man United,Cardiff,H,1.25,1.61,2013,5.54,12,1,11
Norwich,Newcastle,AD,2.7,1.93,2013,0.51,5,9,-4
Southampton,Arsenal,AD,4.33,1.89,2013,0.31,7,16,-9
Swansea,Fulham,H,1.75,1.72,2013,0.8,1,6,-5
Aston Villa,West Brom,H,2.6,1.95,2013,1.26,5,7,-2
Chelsea,West Ham,AD,1.18,1.49,2013,4.55,16,4,12
Sunderland,Stoke,H,2.1,2.24,2013,1.2,9,4,5
Tottenham,Man City,AD,3.75,1.59,2013,0.62,16,18,-2
Cardiff,Norwich,H,2.3,2.05,2013,0.96,1,5,-4
Everton,Aston Villa,H,1.53,1.74,2013,1.87,8,8,0
Fulham,Southampton,AD,3.6,1.78,2013,1.45,6,8,-2
Hull,Tottenham,AD,4.0,1.95,2013,0.24,3,13,-10
Newcastle,Sunderland,AD,1.95,1.91,2013,1.25,7,11,-4
Stoke,Man United,H,7.0,1.82,2013,0.25,1,12,-11
West Ham,Swansea,H,2.9,1.95,2013,1.08,5,4,1
Arsenal,Crystal Palace,H,1.22,1.62,2013,5.18,16,10,6
West Brom,Liverpool,AD,5.75,1.55,2013,0.34,6,10,-4
Man City,Chelsea,AD,1.85,1.72,2013,0.82,18,16,2
Aston Villa,West Ham,AD,2.1,1.99,2013,0.91,8,8,0
Chelsea,Newcastle,H,1.25,1.67,2013,3.09,16,4,12
Crystal Palace,West Brom,H,2.6,2.32,2013,0.7,7,6,1
Liverpool,Arsenal,H,2.2,1.63,2013,0.82,11,16,-5
Norwich,Man City,AD,9.0,1.48,2013,0.2,5,15,-10
Southampton,Stoke,AD,1.55,2.05,2013,0.81,8,4,4
Sunderland,Hull,AD,2.15,2.32,2013,2.16,11,4,7
Swansea,Cardiff,H,1.85,1.99,2013,1.28,4,4,0
Man United,Fulham,AD,1.2,1.48,2013,3.45,9,3,6
Tottenham,Everton,H,2.1,1.85,2013,1.36,13,11,2
Cardiff,Aston Villa,AD,2.5,2.03,2013,0.79,3,7,-4
Hull,Southampton,AD,3.0,2.23,2013,0.68,4,9,-5
West Brom,Chelsea,AD,7.5,1.87,2013,0.16,5,16,-11
West Ham,Norwich,H,2.05,1.94,2013,1.34,10,6,4
Arsenal,Man United,AD,2.15,1.8,2013,0.65,13,7,6
Fulham,Liverpool,AD,8.0,1.48,2013,0.54,4,14,-10
Newcastle,Tottenham,AD,3.3,1.91,2013,0.64,4,13,-9
Stoke,Swansea,AD,2.7,2.26,2013,1.06,5,6,-1
Arsenal,Sunderland,H,1.33,1.73,2013,2.2,11,10,1
Cardiff,Hull,AD,2.75,2.41,2013,1.32,4,4,0
Chelsea,Everton,H,1.57,1.94,2013,2.68,14,8,6
Crystal Palace,Man United,AD,6.5,1.97,2013,0.13,10,8,2
Man City,Stoke,H,1.18,1.41,2013,3.8,13,5,8
West Brom,Fulham,AD,1.8,1.79,2013,0.62,3,1,2
West Ham,Southampton,H,3.2,2.04,2013,1.25,13,12,1
Liverpool,Swansea,H,1.3,1.46,2013,2.3,14,7,7
Newcastle,Aston Villa,H,2.1,2.0,2013,1.62,4,5,-1
Norwich,Tottenham,H,3.8,1.96,2013,0.32,5,13,-8
Everton,West Ham,H,1.53,1.77,2013,1.7,7,13,-6
Fulham,Chelsea,AD,8.0,1.72,2013,0.25,2,14,-12
Hull,Newcastle,AD,2.45,2.31,2013,0.37,7,7,0
Southampton,Liverpool,AD,3.75,1.58,2013,0.38,9,14,-5
Stoke,Arsenal,H,5.5,1.97,2013,0.38,5,11,-6
Aston Villa,Norwich,H,2.1,2.15,2013,1.21,5,8,-3
Swansea,Crystal Palace,AD,1.85,2.1,2013,1.85,7,9,-2
Tottenham,Cardiff,H,1.33,1.7,2013,3.21,10,4,6
Cardiff,Fulham,H,2.35,1.92,2013,0.62,4,2,2
Chelsea,Tottenham,H,1.57,1.85,2013,1.97,14,10,4
Crystal Palace,Southampton,AD,3.9,2.25,2013,0.63,10,8,2
Norwich,Stoke,AD,2.25,2.34,2013,0.76,5,8,-3
West Brom,Man United,AD,5.0,1.99,2013,0.18,4,8,-4
Aston Villa,Chelsea,H,7.0,1.94,2013,0.2,7,16,-9
Everton,Cardiff,H,1.36,1.75,2013,2.36,7,7,0
Fulham,Newcastle,H,2.9,1.81,2013,0.79,2,7,-5
Hull,Man City,AD,6.5,1.74,2013,0.15,7,13,-6
Southampton,Norwich,H,1.62,1.93,2013,1.07,10,5,5
Stoke,West Ham,H,2.25,2.35,2013,0.98,9,13,-4
Sunderland,Crystal Palace,AD,2.15,2.35,2013,2.35,10,7,3
Swansea,West Brom,AD,1.95,1.96,2013,1.29,8,3,5
Man United,Liverpool,AD,2.5,1.71,2013,1.88,11,16,-5
Tottenham,Arsenal,AD,3.1,1.93,2013,0.89,10,8,2
Cardiff,Liverpool,AD,9.5,1.49,2013,0.34,4,16,-12
Chelsea,Arsenal,H,1.85,2.03,2013,1.75,13,10,3
Everton,Swansea,H,1.67,1.49,2013,1.83,9,5,4
Hull,West Brom,H,2.25,2.3,2013,0.76,7,6,1
Man City,Fulham,H,1.17,1.31,2013,3.23,13,5,8
Newcastle,Crystal Palace,H,1.85,2.17,2013,2.94,6,5,1
Norwich,Sunderland,H,2.2,2.18,2013,0.63,5,8,-3
West Ham,Man United,AD,4.5,1.89,2013,0.25,12,8,4
Aston Villa,Stoke,AD,2.2,2.28,2013,0.92,7,9,-2
Tottenham,Southampton,H,2.25,2.0,2013,2.89,9,10,-1
Arsenal,Swansea,AD,1.57,1.78,2013,2.81,7,5,2
Man United,Man City,AD,3.5,1.69,2013,1.07,11,13,-2
Newcastle,Everton,AD,3.5,1.95,2013,0.87,9,12,-3
Liverpool,Sunderland,H,1.17,1.36,2013,1.8,18,7,11
West Ham,Hull,H,2.4,2.23,2013,1.83,9,9,0
Arsenal,Man City,AD,3.6,1.71,2013,0.69,8,13,-5
Crystal Palace,Chelsea,H,10.0,2.03,2013,0.11,5,13,-8
Man United,Aston Villa,H,1.45,1.75,2013,4.4,10,7,3
Southampton,Newcastle,H,1.75,1.79,2013,0.54,9,9,0
Stoke,Hull,H,2.15,2.35,2013,1.8,11,6,5
Swansea,Norwich,H,1.73,1.93,2013,1.24,3,7,-4
West Brom,Cardiff,AD,1.83,1.91,2013,1.0,5,4,1
Fulham,Everton,AD,5.0,1.79,2013,0.68,4,12,-8
Liverpool,Tottenham,H,1.48,1.45,2013,0.92,18,9,9
Sunderland,West Ham,AD,2.3,2.08,2013,1.18,4,9,-5
Aston Villa,Fulham,AD,2.05,1.79,2013,0.78,7,4,3
Cardiff,Crystal Palace,AD,2.45,2.28,2013,1.44,4,5,-1
Chelsea,Stoke,H,1.29,1.79,2013,4.63,12,13,-1
Hull,Swansea,H,2.75,2.3,2013,0.59,6,5,1
Man City,Southampton,H,1.33,1.46,2013,4.67,14,9,5
Newcastle,Man United,AD,4.2,1.83,2013,0.37,9,12,-3
Norwich,West Brom,AD,2.4,2.12,2013,1.04,7,6,1
Everton,Arsenal,H,2.5,1.87,2013,0.65,15,8,7
West Ham,Liverpool,AD,9.0,1.44,2013,0.47,9,18,-9
Tottenham,Sunderland,H,1.57,1.75,2013,1.96,6,1,5
Crystal Palace,Aston Villa,H,2.15,2.4,2013,0.55,8,6,2
Fulham,Norwich,H,2.15,1.89,2013,1.55,6,4,2
Southampton,Cardiff,AD,1.45,1.62,2013,1.11,9,4,5
Stoke,Newcastle,H,2.1,2.17,2013,0.67,13,6,7
Sunderland,Everton,AD,4.75,1.87,2013,0.7,1,18,-17
West Brom,Tottenham,AD,3.1,1.89,2013,0.31,8,9,-1
Liverpool,Man City,H,2.45,1.51,2013,0.57,18,16,2
Swansea,Chelsea,AD,5.0,2.04,2013,0.2,5,12,-7
Arsenal,West Ham,H,1.4,1.63,2013,2.59,5,6,-1
Everton,Crystal Palace,AD,1.4,1.84,2013,3.39,18,10,8
Man City,Sunderland,AD,1.17,1.34,2013,3.17,13,1,12
Aston Villa,Southampton,AD,3.4,1.95,2013,1.13,6,9,-3
Cardiff,Stoke,AD,2.38,2.11,2013,0.73,7,13,-6
Chelsea,Sunderland,AD,1.18,1.52,2013,3.85,12,1,11
Newcastle,Swansea,AD,2.63,1.93,2013,1.59,3,4,-1
Tottenham,Fulham,H,1.5,1.56,2013,2.0,7,9,-2
West Ham,Crystal Palace,AD,2.2,2.21,2013,2.0,6,13,-7
Everton,Man United,H,2.4,1.89,2013,0.43,15,12,3
Hull,Arsenal,AD,4.5,1.97,2013,0.21,6,8,-2
Norwich,Liverpool,AD,8.5,1.41,2013,0.35,4,18,-14
Man City,West Brom,H,1.2,1.32,2013,5.21,11,8,3
Fulham,Hull,AD,2.3,2.02,2013,2.12,9,6,3
Man United,Norwich,H,1.36,1.55,2013,5.34,9,3,6
Southampton,Everton,H,2.8,1.74,2013,0.47,7,15,-8
Stoke,Tottenham,AD,3.2,1.97,2013,0.43,13,10,3
Swansea,Aston Villa,H,1.7,2.05,2013,1.02,7,4,3
West Brom,West Ham,H,1.91,1.72,2013,0.72,8,6,2
Crystal Palace,Man City,AD,7.5,1.64,2013,0.13,15,11,4
Liverpool,Chelsea,AD,1.67,1.58,2013,0.47,18,9,9
Sunderland,Cardiff,H,1.91,1.84,2013,1.64,4,5,-1
Arsenal,Newcastle,H,1.29,1.52,2013,1.76,8,3,5
Aston Villa,Hull,H,2.5,2.27,2013,1.66,1,7,-6
Everton,Man City,AD,5.0,1.55,2013,0.45,12,11,1
Man United,Sunderland,AD,1.36,1.48,2013,3.38,12,7,5
Newcastle,Cardiff,H,2.05,1.68,2013,2.04,0,5,-5
Stoke,Fulham,H,2.3,1.91,2013,0.85,10,7,3
Swansea,Southampton,AD,2.5,1.8,2013,1.16,10,7,3
West Ham,Tottenham,H,4.33,1.68,2013,0.43,6,13,-7
Arsenal,West Brom,H,1.29,1.49,2013,3.62,11,8,3
Chelsea,Norwich,AD,1.2,1.48,2013,6.09,12,3,9
Crystal Palace,Liverpool,AD,9.0,1.58,2013,0.24,15,15,0
Man United,Hull,H,1.36,1.55,2013,7.32,9,4,5
Man City,Aston Villa,H,1.14,1.31,2013,4.12,13,4,9
Sunderland,West Brom,H,2.1,1.98,2013,1.64,10,8,2
Cardiff,Chelsea,AD,8.0,1.54,2013,0.16,5,10,-5
Fulham,Crystal Palace,AD,2.63,1.73,2013,2.31,7,13,-6
Hull,Everton,AD,4.0,1.75,2013,0.32,4,9,-5
Liverpool,Newcastle,H,1.22,1.29,2013,1.44,13,3,10
Man City,West Ham,H,1.17,1.31,2013,3.73,13,6,7
Norwich,Arsenal,AD,4.5,1.57,2013,0.29,1,13,-12
Southampton,Man United,AD,2.63,1.71,2013,0.2,10,12,-2
Sunderland,Swansea,AD,2.3,1.86,2013,1.28,13,9,4
Tottenham,Aston Villa,H,1.5,1.57,2013,2.55,10,4,6
West Brom,Stoke,AD,2.1,1.84,2013,0.73,7,10,-3
Arsenal,Crystal Palace,H,1.25,1.72,2014,4.53,0,0,0
Leicester,Everton,AD,3.2,2.0,2014,0.31,0,0,0
Man United,Swansea,AD,1.36,1.71,2014,4.85,0,0,0
QPR,Hull,AD,2.5,2.36,2014,0.94,0,0,0
Stoke,Aston Villa,AD,1.95,2.31,2014,1.01,0,0,0
West Brom,Sunderland,AD,2.25,2.14,2014,0.67,0,0,0
West Ham,Tottenham,AD,3.8,1.98,2014,0.41,0,0,0
Liverpool,Southampton,H,1.33,1.6,2014,1.89,0,0,0
Newcastle,Man City,AD,5.25,1.66,2014,0.29,0,0,0
Burnley,Chelsea,AD,9.0,1.85,2014,0.07,0,0,0
Aston Villa,Newcastle,AD,2.5,2.1,2014,0.91,3,0,3
Chelsea,Leicester,H,1.2,1.52,2014,9.42,3,1,2
Crystal Palace,West Ham,AD,2.5,2.45,2014,0.73,0,0,0
Everton,Arsenal,AD,2.8,1.83,2014,0.44,1,3,-2
Southampton,West Brom,AD,1.85,1.89,2014,1.5,0,1,-1
Swansea,Burnley,H,1.65,1.84,2014,2.93,3,0,3
Hull,Stoke,AD,2.5,2.51,2014,0.95,3,0,3
Sunderland,Man United,AD,5.0,1.86,2014,0.29,1,0,1
Tottenham,QPR,H,1.45,1.76,2014,2.59,3,0,3
Man City,Liverpool,H,1.85,1.61,2014,1.68,3,3,0
Burnley,Man United,AD,6.0,1.91,2014,0.07,0,1,-1
Everton,Chelsea,AD,3.75,2.07,2014,0.34,2,6,-4
Man City,Stoke,AD,1.18,1.54,2014,3.71,6,1,5
Newcastle,Crystal Palace,AD,1.75,2.18,2014,1.57,1,0,1
QPR,Sunderland,H,2.4,2.37,2014,0.76,0,2,-2
Swansea,West Brom,H,1.85,1.95,2014,1.07,6,2,4
West Ham,Southampton,AD,2.8,2.04,2014,0.82,3,1,2
Aston Villa,Hull,H,2.3,2.61,2014,1.04,4,4,0
Leicester,Arsenal,AD,4.75,1.81,2014,0.14,1,4,-3
Tottenham,Liverpool,AD,2.7,1.64,2014,1.05,6,3,3
Arsenal,Man City,AD,3.0,1.81,2014,0.85,5,6,-1
Chelsea,Swansea,H,1.3,1.73,2014,4.88,9,9,0
Crystal Palace,Burnley,AD,2.25,2.29,2014,2.43,1,1,0
Liverpool,Aston Villa,AD,1.3,1.53,2014,2.24,6,7,-1
Southampton,Newcastle,H,1.8,2.02,2014,1.08,4,2,2
Stoke,Leicester,AD,2.1,2.31,2014,2.31,4,2,2
Sunderland,Tottenham,AD,3.6,1.97,2014,0.51,2,6,-4
West Brom,Everton,AD,3.5,1.88,2014,0.57,2,2,0
Man United,QPR,H,1.29,1.64,2014,4.54,2,3,-1
Hull,West Ham,AD,2.15,2.33,2014,0.99,4,3,1
Aston Villa,Arsenal,AD,4.75,1.98,2014,0.31,10,6,4
Burnley,Sunderland,AD,2.5,2.25,2014,0.24,2,3,-1
Newcastle,Hull,AD,2.2,2.18,2014,1.14,2,5,-3
QPR,Stoke,AD,2.8,2.44,2014,0.89,3,4,-1
Swansea,Southampton,AD,2.5,2.02,2014,0.72,9,7,2
West Ham,Liverpool,H,4.5,1.62,2014,0.43,4,6,-2
Everton,Crystal Palace,AD,1.4,1.71,2014,1.99,5,2,3
Leicester,Man United,H,5.5,1.69,2014,0.11,5,5,0
Man City,Chelsea,AD,2.38,1.78,2014,0.91,7,12,-5
Tottenham,West Brom,AD,1.53,1.72,2014,2.96,7,2,5
Arsenal,Tottenham,AD,1.75,1.74,2014,1.36,9,7,2
Chelsea,Aston Villa,H,1.22,1.59,2014,4.14,13,10,3
Crystal Palace,Leicester,H,2.63,2.03,2014,1.6,5,8,-3
Hull,Man City,AD,6.5,1.81,2014,0.26,6,8,-2
Liverpool,Everton,AD,1.91,1.58,2014,1.61,6,5,1
Man United,West Ham,H,1.4,1.46,2014,4.25,5,7,-2
Southampton,QPR,H,1.44,1.83,2014,1.31,10,4,6
Sunderland,Swansea,AD,2.9,2.15,2014,1.4,4,9,-5
West Brom,Burnley,H,2.0,2.14,2014,2.74,5,3,2
Stoke,Newcastle,H,2.15,2.19,2014,0.92,5,3,2
Aston Villa,Man City,AD,7.5,1.73,2014,0.27,10,11,-1
Hull,Crystal Palace,H,2.1,2.1,2014,1.37,6,8,-2
Leicester,Burnley,AD,1.8,2.01,2014,1.52,8,3,5
Liverpool,West Brom,H,1.44,1.6,2014,2.83,7,8,-1
Sunderland,Stoke,H,2.55,2.4,2014,1.17,5,8,-3
